                                                                                                                                                       
[2025-05-27 07:26:48,563] [WARNING] [stage3.py:2148:step] 1 pytorch allocator cache flushes since last step. this happens when there is high memory pressure and is detrimental to performance. if this is happening frequently consider adjusting settings to reduce memory consumption. If you are unable to make the cache flushes go away consider adding get_accelerator().empty_cache() calls in your training loop to ensure that all ranks flush their caches at the same time
{'loss': 5.8389, 'grad_norm': 557.3707144923457, 'learning_rate': 4.827586206896552e-08, 'epoch': 0.03}
{'loss': 1.6635, 'grad_norm': 48.296441169262316, 'learning_rate': 7.316869223065155e-08, 'epoch': 1.8}
{'loss': 1.6458, 'grad_norm': 48.78429729106206, 'learning_rate': 7.05782290813216e-08, 'epoch': 1.82}
{'loss': 1.6544, 'grad_norm': 48.2864790207065, 'learning_rate': 6.800920583382328e-08, 'epoch': 1.85}
{'loss': 1.632, 'grad_norm': 48.03263368239633, 'learning_rate': 6.546349455786925e-08, 'epoch': 1.88}
{'loss': 1.6237, 'grad_norm': 50.031503230727274, 'learning_rate': 6.294295033553454e-08, 'epoch': 1.9}
{'loss': 1.6206, 'grad_norm': 43.41272035348085, 'learning_rate': 6.044940990944214e-08, 'epoch': 1.93}
{'loss': 1.6399, 'grad_norm': 50.35577946674061, 'learning_rate': 5.7984690344312494e-08, 'epoch': 1.95}
{'loss': 1.6255, 'grad_norm': 49.43594588636894, 'learning_rate': 5.555058770285246e-08, 'epoch': 1.98}
{'loss': 1.6353, 'grad_norm': 49.785570823897466, 'learning_rate': 5.3148875736948904e-08, 'epoch': 2.0}
{'loss': 1.6094, 'grad_norm': 47.67238171417079, 'learning_rate': 5.078130459512004e-08, 'epoch': 2.02}
{'loss': 1.6232, 'grad_norm': 43.92002598760701, 'learning_rate': 4.844959954716699e-08, 'epoch': 2.05}
{'loss': 1.6204, 'grad_norm': 51.59623409479357, 'learning_rate': 4.615545972695447e-08, 'epoch': 2.08}
{'loss': 1.6268, 'grad_norm': 46.71244234981321, 'learning_rate': 4.3900556894237115e-08, 'epoch': 2.1}
{'loss': 1.6229, 'grad_norm': 50.1115503027664, 'learning_rate': 4.168653421643368e-08, 'epoch': 2.12}
{'loss': 1.607, 'grad_norm': 51.48378236732892, 'learning_rate': 3.9515005071236277e-08, 'epoch': 2.15}
{'loss': 1.6078, 'grad_norm': 48.027781610360044, 'learning_rate': 3.7387551870928226e-08, 'epoch': 2.17}
{'loss': 1.6081, 'grad_norm': 47.61209876446553, 'learning_rate': 3.530572490926621e-08, 'epoch': 2.2}
{'loss': 1.6006, 'grad_norm': 48.568485779581906, 'learning_rate': 3.3271041231767706e-08, 'epoch': 2.23}
{'loss': 1.5984, 'grad_norm': 47.34031642857197, 'learning_rate': 3.128498353022666e-08, 'epoch': 2.25}
{'loss': 1.5836, 'grad_norm': 48.335258632718, 'learning_rate': 2.9348999062262947e-08, 'epoch': 2.27}
{'loss': 1.6003, 'grad_norm': 46.57366451880666, 'learning_rate': 2.7464498596693174e-08, 'epoch': 2.3}
{'loss': 1.6015, 'grad_norm': 50.75845990497161, 'learning_rate': 2.5632855385491036e-08, 'epoch': 2.33}
{'loss': 1.6007, 'grad_norm': 49.8160537676826, 'learning_rate': 2.3855404163086556e-08, 'epoch': 2.35}
{'loss': 1.5902, 'grad_norm': 47.5957269706841, 'learning_rate': 2.2133440173733576e-08, 'epoch': 2.38}
{'loss': 1.6098, 'grad_norm': 50.36898466350128, 'learning_rate': 2.0468218227653745e-08, 'epoch': 2.4}
{'loss': 1.6143, 'grad_norm': 48.47966895314724, 'learning_rate': 1.8860951786645517e-08, 'epoch': 2.42}
{'loss': 1.5653, 'grad_norm': 49.64402436063725, 'learning_rate': 1.7312812079823803e-08, 'epoch': 2.45}
{'loss': 1.5721, 'grad_norm': 48.74251811460458, 'learning_rate': 1.5824927250135133e-08, 'epoch': 2.48}
{'loss': 1.5937, 'grad_norm': 51.207550768665286, 'learning_rate': 1.4398381532269998e-08, 'epoch': 2.5}
{'loss': 1.5848, 'grad_norm': 47.0401842371286, 'learning_rate': 1.3034214462571492e-08, 'epoch': 2.52}
{'loss': 1.579, 'grad_norm': 49.61525051227933, 'learning_rate': 1.1733420121516192e-08, 'epoch': 2.55}
{'loss': 1.5977, 'grad_norm': 48.12153744467633, 'learning_rate': 1.0496946409318975e-08, 'epoch': 2.58}
{'loss': 1.58, 'grad_norm': 46.91153457019708, 'learning_rate': 9.325694355189817e-09, 'epoch': 2.6}
{'loss': 1.593, 'grad_norm': 47.23391969912535, 'learning_rate': 8.220517460745912e-09, 'epoch': 2.62}
{'loss': 1.5799, 'grad_norm': 51.434282379252906, 'learning_rate': 7.182221078057648e-09, 'epoch': 2.65}
{'loss': 1.5899, 'grad_norm': 50.02229606060768, 'learning_rate': 6.2115618227814745e-09, 'epoch': 2.67}
{'loss': 1.5948, 'grad_norm': 48.0816248318692, 'learning_rate': 5.309247022807395e-09, 'epoch': 2.7}
{'loss': 1.5734, 'grad_norm': 45.51568657379518, 'learning_rate': 4.475934202823062e-09, 'epoch': 2.73}
{'loss': 1.5933, 'grad_norm': 50.3099779663203, 'learning_rate': 3.712230605169675e-09, 'epoch': 2.75}
{'loss': 1.5843, 'grad_norm': 45.64709534569497, 'learning_rate': 3.0186927473392467e-09, 'epoch': 2.77}
{'loss': 1.5868, 'grad_norm': 48.86100669897197, 'learning_rate': 2.3958260164354203e-09, 'epoch': 2.8}
{'loss': 1.5641, 'grad_norm': 48.4376071035955, 'learning_rate': 1.8440843008934558e-09, 'epoch': 2.83}
{'loss': 1.5736, 'grad_norm': 47.56227318067195, 'learning_rate': 1.3638696597277677e-09, 'epoch': 2.85}
{'loss': 1.5874, 'grad_norm': 49.30603674905093, 'learning_rate': 9.555320295479564e-10, 'epoch': 2.88}
{'loss': 1.5906, 'grad_norm': 48.79307004554535, 'learning_rate': 6.193689695570436e-10, 'epoch': 2.9}
{'loss': 1.5812, 'grad_norm': 48.550925725662474, 'learning_rate': 3.556254447173668e-10, 'epoch': 2.92}
{'loss': 1.5923, 'grad_norm': 48.11475497285518, 'learning_rate': 1.6449364724255842e-10, 'epoch': 2.95}
{'loss': 1.592, 'grad_norm': 49.7539202648582, 'learning_rate': 4.6112856545332813e-11, 'epoch': 2.98}
{'loss': 1.5766, 'grad_norm': 47.10721009710457, 'learning_rate': 5.693377433835244e-13, 'epoch': 3.0}
{'train_runtime': 9721.051, 'train_samples_per_second': 1.579, 'train_steps_per_second': 0.099, 'train_loss': 2.0606057902177173, 'epoch': 3.0}
